Context,Response
"My doctor thinks that seeing a psychiatrist will help with my depression and anxiety.  Now my anxiety is worse, what do I do?  Writing on here has taken every bit of strength I have left.","Did you take the medication the way the psychiatrist prescribed it?  Did you follow up with her/him to report how it was going?  Different medications work differently with different people.   It's not always the first one that helps.  And some of the medications take some time to have an effect.  Give the doctor the chance to help you. I suggest you find a certified CBT therapist to help you examine your thinking.  www.AcademyofCT.org has listings of the finest CBT clinicians.  In the meantime, do some ""anxiety fasting"" by taking a few minutes to do something nice for yourself right now.  I hope you feel better soon.  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)"
"My fiancée suffers from severe anxiety and depression. She has had it most of her life. Her anxiety in public places is the worst. It gets to points where she can't breathe or move. Sometimes, she won't even go to the restroom, so she will hold in her pee until her stomach hurts or she pees herself. She curls up in corners at the mall and has panic attacks. She won't eat or drink in public. If she isn't having a panic attack or crying, she's clinging to me and avoiding everything and everyone. Her depression flares up out of nowhere and causes her to become very suicidal and self-harming. She get really sick from anxiety and scared to the point that I can't even get her to eat, drink, leave the bed, or go outside. She always tells me how she grew up around so much fighting and fear that it makes her scared of loud sounds, yelling, conflict, and even talking to strangers in public. She will refuse to go to a store unless I am with her to talk to the cashier for her. She is so scared that I can't even get her to drive. She doesn't want to get her license because she's scared of trying to drive.
   Some people have recommended medication, but I believe it's just going to cover up her illness and not solve it. I don't want my fiancée pumped with drugs. I believe a psychiatric service dog would be the best bet for her. When we first met my poodle, it would calm her down a lot. She took the dog out every time we went out, and she seemed much calmer and happier. She slowly would eat, and the dog seemed to make her feel a lot better. I am worried and want to help her without medication.","It sounds like you have been a positive support for your fiancee. There is no doubt that this situation is a great challenge for the both of you. While it may feel like you are responsible for her health and happiness, it is important that you understand that you, on your own, won't be able to resolve her mental health issues. Based on what you have explained, it sounds like she needs to get a medical and/or psychiatric evaluation. Whether or not she decides to take medication is her (and your) decision, but keeping an open mind about treatment options is important. I suggest that she see a therapist on her own in order to better understand and cope with her anxiety and depression, especially given her suicidal thoughts. You would also likely benefit from therapy, individual or couple's therapy, in order to address how you are feeling and best learn how to support her and your relationship. I wish the very best for both of you and hope that things will improve sooner than later."
We have been fighting a lot and have 3 kids but we both want to stay together. I need some help to save our family.,"Hello, I do not live in the California area. However, perhaps I could make some suggestions as to where you might look for free counseling. First, I must mention that most insurances now cover for many different types of issues, including family issues. If your girlfriend lives with you, most insurances now cover ""live-in partners,"" as well. If you have insurance, contact your policy provider and ask whether or not couples counseling is included.Aside from insurance, the next place that comes to mind is a religious affiliation. Do you belong to a church or other religious organization? Many of the pastors or leaders in these disciplines have significant training in counseling, as well as assisting with marriage and couples counseling. These services are ordinarily offered free of charge to members.Another option might be to explore support groups within the area. There may be a group in the form of a couples support group that brings couples together to explore their relationships in the safety of the group. If you find there are no such groups in your area, there are anonymous, support groups online. Here is one such site: http://relationship.supportgroups.com/ "
I feel like I hate myself physically and emotionally sometimes. How can I start accepting myself and be more confident?,Self-doubt and self-hatred are such common and unpleasant experiences and really worth  understanding! Therapy with the right person can really help. When in your life do you feel the most confident? What gets in the way of you accepting and loving yourself (big question!). You can and will uncover that confident self!
"A year ago, the love of my life left me and never looked back. Our son was two months old at the time and it broke my heart. I miss her so much and can't seem to get over  being so heartbroken.","I recognize that you say you are missing being with the love of your life. At the same time, I don't understand whether you are able to see your son. I'm curious as to the relationship dynamic between you and your son's mother.When you say that she ""never looked back,"" I imagine you are conveying that getting back together is not something that she is interested in.I would suggest that you talk with a therapist and your local area so that you have the ability to discuss the loss of this person who you love so much. Most people think of grief related to the loss of someone who has died, But it also applies to people who have a significant loss, whether that is a relationship, a job, or any number of other things.In the meantime, try finding something about yourself that you value and can focus on."
I'm obsessing about a terrible breakup. Everything is a constant reminder.  How do I move on?,"Initially, everything is a reminder because there is a trace of that other person present in everything in your life. When we lose someone, we're saying goodbye to what we thought our future was going to be.  Accepting that's changed and allowing ourselves to envision a new future is necessary to ""move on"". Start learning something new or try a new activity that you've always wanted to do.  Find whatever is ""good"" about being out of the relationship and focus on those things.  This can be an exciting time of transformation for you.   As time goes by, you'll add new things in your life that aren't entwined with this relationship and those things will begin to crowd out those things associated with the relationship.  Give yourself a little empathy, no one goes through a breakup without being sad.  It's ok to be sad.  It's even ok to feel devastated.  Loss of a relationship touches a primal need we have to belong.  It makes us feel insecure, unanchored.  In truth, we are ok, safe even.  This experience will open different perspectives for you.  There are lessons you'll take from it that will add another facet to you as a person.  Maybe in time, you'll even appreciate this experience.  I'm sorry you're hurting right now.  Best wishes to you, Allison "
"I told her that if daddy dies, we will never see him again. She started crying because I wouldn't make her daddy die.","Toddlers don't have the intellectual capacity to conceptualize.Better to find out why she wants daddy to die than explain the future consequences of death to your toddler.A person must be around 9, possibly 8 years old before absorbing the potential effects of an action taken in present time.Pretty much your toddler demonstrated to you here age appropriate and limited understanding of the loss of a parent, by crying that you weren't able to magically make her father disappear.Also, please pay attention and form your own opinions as to the reasons why your toddler would wish her father's death.She may be pointing out that the father behaves in frightening or harmful ways towards her."
We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a female coworker. I don't know how to approach this situation. How do I ask him about it?.,"I agree with Sherry that in a close intimate relationship, you are entitled to ask questions about his relationship with significant others. These questions help couples to build connection and trust. It's based on the idea that if you reach out to him for whatever reason (support, openess, understanding, empathy), you can count on him and can expect him to be responsive. How he responds to your question will give you an idea whether he helps you to feel more emotionally secure and builds trust or if you feel that you cannot be open with him. If your partner responds in an open and understanding manner, it usually indicates that he cares about your feelings and values your importance. If he responds in a defensive manner, it could mean that he does not like that you are questioning your trust in him or that he has something to hide. Either way, you may wish to explain that building trust is something that is very important to you in a relationship and that talking to him openly helps to foster that. If he continues to be defensive or evasive, then there might be some bigger issues at stake and the two of you may benefit from couples counselling or having a discussion about the values that are important to you in the relationship and how the two of you will go about supporting those values with actions.Dr. Virginia Chowwww.PsychologyResource.ca"
"I recently went through a divorce. My ex-husband called my sister saying bad things about me. My sister never defended me. Now that I showed the truth, she's shutting me up and saying she doesn't care about the fight. Why didn't she convey that to him from the beginning?","Sorry for so much emotional pain from the combination of the divorce and your sister not supporting you in the way you wish.When you feel ready and if you feel this would help, then consider to talk to your sister from perspective to improve the relationship the two of you have.Since the ex is gone and the sister is an ongoing person in your life, this particular incident is only one in many which the two of you will have with each other.The disappointment you feel now as to how she handled herself, is a point to bring up to her for the sake of clarifying the type of relationship you each would like to build with each other.As to your specific question as to why she did what she did, she is the only person who has the answer.Start with finding out if she wants to improve the relationship altogether.   Then you can use her lack of support with the ex, as an example of how meaningful her support of you is to you."
"I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do.","Divorce is expensive emotionally and financially. If your fiance is not ok with an open marriage, it would be a good idea to seek the help of a counselor before you get married."
"I feel insecure in my life. I don't think my wife truly wants our relationship even though she says she does. I have turned to drinking to help relieve my repressed stress about this and other issues. I have had a drinking problem for a few years. I feel the reason I drink is not just because I like to, but because I have lately been on edge. I’ve been very oddly emotional when watching movies that I have been watching for years. I’m paranoid about driving on main roads. I’m very jumpy at the slightest noises.","Given the description you have posted here, it may be time to find someone to work with.  First and foremost, look into working with someone who specializes in working with individuals with challenges surrounding drinking. This would need to be assessed first since if it has been ongoing, it may be making the situation worse and given the time it has been utilized as a coping mechanism, there is reason to believe that the structure of your brain may have been effected as has been demonstrated by current neurological research.  There are however, ways to address this.  As for coping mechanisms, the person you work with should also look at offering you alternatives such as the skills found within the Dialectic Behavior Therapy model (DBT) which has several useful tools to help address the underlying anxiety and difficulty managing emotional regulation.  Mindfulness, another component of DBT should also prove to be useful in both becoming aware of your state of mind and emotional state to allow you to make different choices which has been supported by a growing body of evidence.  There are also other tools designed to help repair damaged relationships.  Well worth looking into.Seeking help is never easy and it is only human to be hesitant given some of the cultural views of working with therapist.  This is a difficult place to be in and one that is not easy to move out of, but sitting on it is not going to help it go away.  Think of it this way, if you broke your arm, would you just wrap it up and hope for the best? or seek out a professional to help you set the break and teach you how to mend the wound.  The same applies here.  Think of it as first aid for the mind. "
"I've been feeling worthless, unaccomplished, and so frustrated. I want to break things, hit myself, run away, kick, scream, and cry. I just want to be happy and outgoing again. I want to be able to take care of my daughter and live comfortably.","Philadelphia, there is help out there. For your daughter's sake, start somewhere. Feelings are only that; your worst fears about who you are are only based on a few moments that haven't gone well. Depression is so treatable, but you have to seek treatment from a professional.Here's a quick exercise for you to do that can show you how therapy might work... fear is telling you the worst possible story of your life, right? So... if there was an opposite story...the very best story that someone could tell about you and your life...what would that be? Who would be telling it? Someone who loves you? Someone who was around you when you were that outgoing person? Someone who's been watching your life from the start? God? Write that best story. I dare you to give it as much credibility as the worst one. Therapy is often about helping people reject their ""worst stories"". I invite you to start exploring with a qualified therapist whatever barriers stand between you and your best life. I hope you reach out soon. :)"
"My fiancé and I come from a strong Christian background but both went off the ""straight and narrow"" once before. He is having a hard time accepting my past, especially that I'm not a virgin. He has a hard time in general accepting himself and others.    His insecurities are hurting our relationship. How can I help him let go of my past and decide to live in the present?","For you and your fiance to move past this, he needs to accept you just the way you are.  Being that you mentioned that you both come from a Christian background, maybe you could start there, he needs to forgive and trust your love for him.  His insecurities stem from something bigger than you not being a virgin.  Since this is the man, you are willing to spend the rest of your life with, be patient and help him find the help he needs.  Talk about your commitment to him and reassure him that your history does not have to affect your relationship.  Lastly, Pre-Marital Counseling can help you and him to open up about other things that might affect the marriage later.God Bless You Both, Mirella~"
"When I see something I don’t like, I go off like a ticking time bomb. I go from “0 to 100” really quickly.","Sometimes we react to situations immediately, without thinking of the consequences of our actions. Typically by not reacting right away, we are better able to gather our thoughts, see the situation more clearly and from other perspectives, and respond more calmly. One of the strategies that almost always helps is deep breathing. When faced with a stressful situation, you can give yourself a time out by removing yourself from the stress and spend 5 minutes taking deep breaths (breathe in slowly counting to 4 and breathe out even slower counting to 6), while focusing and thinking only about your breathing. After doing so, think of the various ways you can respond to the situation and choose the one most appropriate. Good luck!"
"I am going through a divorce. He is extremely angry. He refuses to physically assist me with our teenager daughter. I have no extended family support. Often times, I feel overwhelmed, tired, and joyless. I feel out of control, sad and depressed on a daily basis. I am just going through the motions of life every day. I am in my mid-50s. I have almost 29 years on my job. How can I handle this?","You are in the midst of a really hard time and it sounds like you have no help at all.  Search out a local support group through community counseling type centers.  If you can't find a group, at least get in to see a therapist who can help you manage stress and upset better.  Your sadness, depression and out-of-control feelings don't mean there is something wrong with you - they just mean that your circumstances are too big for your current resources to handle, so get some help. Take care of YOU and you'll be able to get through this."
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.","Communication involves a listener and a speaker.  Both have to be willing to do their part to make communication work.  This is something that takes both and not just one.  Without both, communication is impossible.   Staying together and the kids observing unhealthy communication is already broken.  Seek help to improve communication.    Couples' counseling would be helpful."
"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.","Feelings of anxiety can be scary and sometimes we're not aware of the triggers that lead up to moments of anxiety, i. e., heart racing, sweaty palms, sweating, shortness of breath. It's important to realize that in moments of anxiety our body & mind are experiencing a reaction from our primal or reptilian brain that is signaling the flight or fight response within us, which kicks the hypothalamus into action flooding our body with chemicals, like adrenaline or cortisol.  So, one way to work with anxiety is to find out what the triggers are that lead to anxiety, such as fear, stress. negative thought patterns, not enough food or sleep. Keeping a daily journal can help you track the patterns and triggers and once you identify the triggers you can ameliorate them by learning new skills & techniques and by reducing stress and getting enough sleep. One quick way to reduce anxiety is by taking deeper breathes, sometimes this is called belly breathing. When you breath in make sure your belly rises and expands and as you breath out the belly deflates. Many of us do shallow breathing up in our chest which does not allow for a full breath, and getting a full breath is so important as a tool to help relax us in times of stress & anxiety . "
"I am in my early 20s and I still live with my parents because I can't afford to live alone.

My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?","Hello. It sounds like you and your parents are not balanced in your communication and awareness of expectations. Your growth is not only reflected in your ability to understand and apply new knowledge and skills, it is also reflective of your parents acceptance of your understanding and application. Have you tried talking with your parents to let them know your concerns?This talking is best when face to face and during non active conflict ( can't begin stating rules during an argument, etc). Sometimes it is even helpful to write down ways you feel you can be supported by them and supportive to them. Maybe share this list or reflective piece with them to review, or use when communicating the expectations. Unfortunately, until there are clear expectations stated and expressed, the scale will be uneven and frustrations will increase. Dr. T"
"My wife and I have a great relationship except for our sex lives. We are pretty transparent and honest, and basically, she feels bad because she never wants to have sex. She doesn't have the desire. She's also never orgasmed. She feels like a terrible wife and fears I'll cheat on her. She doesn't know why. Last time we had sex, she cried and felt bad and didn't know why she cried. However, she also told me that the last time we had sex, she felt me in her, but it just felt ""ehh"" and wanted to stop. That makes me feel really awful. We rarely have foreplay. Everything I try tickles her, so she makes me stop. We are both frustrated but very much in love. She and I are in our early 20s. We’re married and we have a baby on the way.","Congrats on your upcoming baby!Its possible that the pregnancy is diminishing your wife's sex drive.From everything you describe about your wife, she sounds to not yet have become comfortable with having a wish for sex.The other side of the sex equation is you and your relative ease with having sex and whether it is for physical release or as an expression of love, some of each.Since you talk with each other honestly then start with a dialogue about what you each would like from sex with each other, from perspective of giving and receiving sex.  Hopefully this will open up some new light on your respective feelings.Really, there is a lot to navigate in a conversation about physical and emotional intimacy.  If these are not the types of discussions the two of you are used to having, a couples therapist is a good idea so you both become familiar and learn how to more easily articulate some of your respective deep feelings."
"It takes me a long time to fall asleep; I’d estimate about two hours. I often have nightmares, starting with being eaten by a monster, and I often wake up frightened and unable to breathe.

I believe I started losing sleep after breaking up with a girlfriend of 8 years. Also, my father’s business went bankrupt and my mother has a chronic condition. I was under a lot of stress, and life lost meaning.

After improving my life and developing a habit of running and exercise to release stress, my symptoms improved. However in the past couple months, I started losing sleep again and having nightmares without warning. How can I solve this issue?","
You’re noticing that as you lie down to go to sleep, there
is quite a bit going on, which may be anxiety related. It sounds like the
dreams and difficulty sleeping are reminiscent of previous experiences you had
around the time of your break up, the difficulty with your father’s business,
and your mother’s health issues. These connections to past events may be
important insights to continue exploring in addition to finding out more about
what your dreams may be trying to tell you. There is no exact science to
dreams, but many people find it fruitful to explore the content as it relates to
significant themes in their lives. I think that exploring these issues further with
a therapist could help you resolve whatever is causing you the stress, trouble sleeping, and frightening dreams.
"
"My boyfriend of five years told me he cheated on me during our relationship after we broke up. We've since gotten back together and are trying to make it work. I don't know how to trust him now, but I really want to make it work, and it seems like he does too. But my trust issues are getting in the way and causing problems.","Hi Michigan,This is a common issue. How do you trust after you know someone is capable of hurting you? I totally get that it's hard, and I believe it's worth it if you truly love and want to be with someone. You can be stronger in the scarred places. I would suggest that you each have a separate job to do to rebuild this trust. It is definitely possible to rebuild it, because anything is possible if both people want it enough.Your boyfriend came clean to you...this is pretty crucial. He chose to honour your needs rather than keep the secret. You can use that as evidence in your ""proof that he loves me"" file. Work on that file...thicken it up. Having a thick ""he does care about me and wouldn't hurt me again"" file will help you. Other things that he can do to help you thicken that file (because after all, his behaviours caused this problem): answer all your questions, don't brush you off if you're feeling insecure, treat you as though you're a priority, avoid questionable contact with other women, have open communication, give you passwords to devices so there is transparency. He can help you to understand where those behaviours came from...why he cheated in the first places (although people aren't always good with those 'why' questions!)You can focus on telling yourself that people change, that he deserves a chance to show you he can be loyal (or at least you've decided to give him that chance), and that you want to be a trusting person. If you act like a trusting person, you will likely feel more like one. Don't go snooping, don't interrogate him. It's normal you might feel scared and try to tell him that when you do. Let him know what happens that leads to you feeling scared.This is a start for you. A good therapist can be helpful too!"
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"Sure, why not!It's nerve-wracking to go to a man or woman you've never met before and who is a total stranger, that you are paying to take an interest in your life.  You're likely feeling an internal truth about the sessions, the man or woman with you, and the man or woman sitting across from you.  I'd listen to those feelings.Wouldn't it not be best to go to those around you that do provide comfort and aid, first?  Wouldn't it be better to attend to those of faith around you who have love to offer, first?  Wouldn't it be better to go to your family and loved ones, first? :)Might try that; see if your nervousness evaporates..."
"However, it seems as though he is really talking to someone other than himself. I have even accused him of having a secret phone. Is he trying to make me crazy on purpose, or is he really talking to himself?","Some people simply talk to themselves as a way of processing information. Have you checked in with your husband about this in a non-accusatory way? Something like ""Hey babe (or whatever sweet name you typically use), I'm so curious what that's all about? Do you notice that you are talking out loud?"" Chances are it's just how he thinks things through and is not at all about trying to make you crazy, it's just one of his quirks you'll grow to endear. Early married life is a time full of discovering one another's quirks! "
"I always see the worst end of things. My boyfriend and I aren't talking, and I swear he's leaving me. I keep failing my road test, and I see my future crumble. I have no desire for friends. I pushed my best friend away after Christmas, and I have no desire to fix it or make new friends. My aunt died, and I cry all the time, even if I burn my lunch.","I really love that you're taking responsibility for your pessimism here. There's a modern parable about two young brothers. One child is in a room full of every toy you could imagine, and he's miserable; the other is in a room full of horse manure, and he's flinging it around with joy. So then someone comes and asks the first boy why he's so miserable, because he has so much. He says that he's missing the one toy that he really wants. Then the brother is asked why he's so happy in a room full of manure, and he says ""With all this sh-t, there's gotta be a pony in here somewhere!""Happiness is a state of mind, and I hear you saying that you used to be happy, so maybe this means you believe it's possible. That's a wonderful start.Research on depression shows us that it is very linked to pessimism. You say ""I always see the worst end of things"". That's pessimism. Life is like an elephant. If all you see is roughness, backup and walk around; the view will change. The key to optimism is to build your ability to see the bad things in life as 1. temporary (this will pass. I know how to fix friendships), 2. Specific (not involving the whole of your life), and 3. not your fault (tons of people fail road tests). On the flip side, it helps if we can see good things as 1. more permanent, 2. bleeding into other areas of our lives, and 3. something YOU created. Not taking credit for good things and blaming yourself for the bad ones is typical especially of women. The feelings you are having are temporary; you're in a slump and it's a good time to sit down and look at how you can make the picture look different. I think you know how; but you lack energy right now. If tackling this on your own isn't enough, a therapist can help you take that step back to look at the big picture and help you rebuild your natural resilience and capacity for joy. I wish you the best."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Thank you for sharing. It seems like since the ""winter blues"" happens to you every year it may also be impacting your quality of life and possibly relationships. What you report sounds like you may be experiencing Seasonal Affective Disorder (SAD) and is quite common to many from about fall thru winter seasons; but, also can impact folks during the Spring and summer months.The best care and treatment for SAD includes discussing it with your PCP (primary care physician), integrating light therapy (full-spectrum lighting) throughout home and workplace (where possible), psychotherapy, and possibly medications (e.g. Wellbutrin XL, Aplenzin).Be sure to exercise good self-care and checkout the Mayo Clinic's website for SAD here: http://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/basics/definition/con-20021047."
"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.","These types of symptoms can be very disruptive to life!  Anxiety often presents in two key ways:  1) physical symptoms such as: racing heart rate, sweaty palms, dry mouth, shaking or trembling or nausea - often these physical sypmtoms are categorized as a Panic Attack.  2) mentally anxiety presents itself as worry.  Worry that spirals out of control, worry that dirsupts your life and concentration.  Worry that keeps from being present in your life.  Anxiety when it begins to spiral out of control either with disruptive mental or physical symptoms, needs to be addressed formally.  I urge you to see a counselor and/or a psychiatrist soon to begin to address these issues.  Good Luck, Sitka Stueve, LSCSW"
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"It's normal to feel a little anxiety--after all it's an important encounter for you.  My suggestion is to discuss this with your therapist, let him/her know how you're feeling, especially if you feel as though your level of anxiety is impacting the quality and benefit of your sessions.  You might try some relaxation techniques prior to starting the session, deep breathing, progressive relaxation, core muscle dis-engagement--If you're not familiar with these techniques ask your therapist or write back."
"I feel depressed even though I act like a happy with my family. I act like I’m happy so my son doesn’t see me sad. I act like my life is a happy life, but I feel sad and depressed. I sometimes think of killing myself and that my family deserve someone better than me. I just cry and write in my book all these feelings.","It sounds like you have several different things happening at the same time. I would encourage you to call and speak to a local therapist. If you are having thoughts of killing yourself in this moment, please call 800-273-8255 and talk to someone.While I follow that you would like your son to be unaware of what you are going through, that doesn't mean that you can't discuss your feelings with someone else. Who is it that you trust or could speak with about this? A therapist could be one person, but perhaps there is someone else in your life as well.One thing that may help is to find a bead or rock that is smooth and you can hold onto it while thinking of a specific memory where you were happy. This could be from as long ago as necessary as long as it is specific and you can place yourself back in that time when you are thinking about it. If you think about this time while holding onto the bead, the bead may remind you of a time when you felt happy. You could do the same thing for a time when you felt comfortable and safe.Have you recognized any patterns for what is leading you to be sad?Can you think of anything that makes you feel good, even if it only works for a few minutes?"
"My fiancée is always letting me know how I am a horrible/evil person, or I just don’t care enough when it’s about her feeling or when she is having an off day.","One thing you could try is to have a conversation when neither of you is upset so that you learn what makes each of you feel cared for and valued. It could be that you are showing caring in a way that doesn't quite match what she is really looking for in that moment. For example, having an in-depth conversation could be something that you want, but she may just want a hug in that moment. I don't know if you heard of Gary Chapman's book about love languages, but it may be helpful."
"I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable.","I am so sorry you are struggling!  I do think it's a good idea to share your feelings with your parents and perhaps get some help connecting with a counselor or therapist if you feel that might help.  There are lots of ways to tell them, depending on your relationship.  Maybe saying ""I wanted to tell you guys something.. sometimes I worry that I might be depressed."" Or, some folks will write a letter, or even send a text.  The most important thing is that you tell someone you trust so you don't feel so miserable. I hope this helps.  Best of luck.  "
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"I love that you are so thoughtful and proactive about this!  If only every client came in as solution focused as you, my job would be so much easier. I would second Robin's suggestion of reading ANYTHING by Gottmann. He's fantastic. Other favorites of mine are:“Getting Together and Staying Together: Solving the Mystery of Marriage” by Dr. William & Carleen Glasser“Eight Lessons for a Happier Marriage” by Dr. William & Carleen Glasser“Hold Me Tight” by Dr. Sue Johnson“Divorce Busting: A Step-By-Step Approach to Making Your Marriage Loving Again” by Michele Weiner-Davis, M.S.W.“The Five Love Languages” by Gary Chapman“The Flight from Intimacy: Healing Your Relationship of Counter-Dependency – the Other Side of Co-Dependency” by Drs. Janae & Barry WeinholdI'll also add to Miriam's assertion that your partner is the expert on her. You can help things along by becoming a better expert on you as well. What is it that you are craving and likely trying to get your need met in potentially unhelpful ways from your girlfriend or in ways she doesn't understand or vibe with?  If you can better explain your own needs while trying to understand hers, you all have a recipe for great success! When both partners seek to serve one another and stay curious about each other in the process, intimacy abounds!Best of luck my friend! And if you get stuck, of course seeking help from a professional is always a great idea too. ;)"
"After I told them, they yelled at me.","There are a lot of ways one could go about handling this kind of conflict. It is hard to know which way might be advisable if we don't know quite why they would yell (or, why would they care who you choose to sleep and/or partner with to begin with?)However, it is of utmost important that you accept yourself as bisexual, and sometimes that is easier said than done. But, when you are able to get to that acceptance that you are not in the majority in society as far as sexual orientation goes, and all that comes with that, and perhaps other issues you might have with it, it will be significantly easier for you to tolerate your family's lack of acceptance, and perhaps chalk it up to a severe lack of open-mindedness.But because it is family, and we don't choose our families but are forced to deal with them for the most part for better or worse (admittedly I'm not the biggest fan of outright estrangement), processing the loss of ""the family that I hoped I had"" will also be important for you moving forward in your life. You likely will be able to realize you don't need them to accept your sexual orientation for you to live a healthy and happy life. Perhaps when they see that they can't change you, they will actually just learn to accept it."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","It is very difficult to move from being the child to be the care giver as in your situation. Your mother's behavior as you describe it is a part of this disease. As the disease progresses and she is less aware of the present including her surroundings and who she is speaking to. Your response of anger and frustration are understandable. It is also a part of the grief process as you see you mother slipping away mentally. In the moment that you feel the anger step away, take some deep breathes and give yourself time to calm down. Then return to whatever you were doing with her. Caregivers of Alzheimer's patients need a lot of support themselves. There are support groups  as well as respite services available in many areas that will help you understand the process that each of you is going through. You can get more information about Alzheimer's disease and local resources by going to www.alz.org"
What makes a healthy marriage last?,"In addition to suggesting this great read from 2016 (but feels timeless):https://www.nytimes.com/2016/05/29/opinion/sunday/why-you-will-marry-the-wrong-person.html?_r=0I will give my summary on what the author of the article is speaking to: don't get too comfortable. But, in truth, no one really has the answer to your question, otherwise wouldn't we all have a ""good"" marriage? Also, what even is a ""good marriage?"" What is it that YOU want from a marriage, a relationship, a partner, and what your other-half also wants for themselves, is going to be what defines all of this, because every relationship is different.And in answering that ""what YOU want"" question, you might actually stumble upon what would make for a healthy relationship: vulnerability. You will have to be vulnerable to be able to explore what you really want, and listen to what your partner really wants, as that kind of processing can be uncomfortable. But, with vulnerability comes intimacy, and in most opinions, there is much of a relationship if there isn't much intimacy."
"When I ask him who he is talking to, he tells me no one. But, it sounds like he is holding a conversation with someone. I have even accused him of having a secret cell phone. I ask so much, I feel like I am losing it. Is he trying to make me question my sanity, or is he talking to himself?","A rare topic & likely extremely troublesome for you... I would need to have more background information on the two of you before beginning to offer any insight. Feel free to email me.I would also like to add that aside from the reality of whether or not these conversations are actually occurring, as your partner, he should be just as concerned about something that is disturbing you to this level.  Partners need each others' trust and support, no matter who is right or wrong."
"I'm being verbally abused on a daily basis by my parents in front of my child. I feel like I’m trapped and I have no escape. I feel like I have to listen to the horrible things they say and just take all of it.
   I need some way of learning how to cope with listening to it especially since I have nowhere else to go. I feel very emotionally drained How can I deal with this?","All you can do/control is work on yourself. When you have enough sense of self, you will know how to deal with your family. Therapy is an investment in yourself, which affects your family."
"I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I don't know what to do. I want to sit down with a psychologist, but I cannot afford one, nor do I have my own health insurance. I can feel myself starting to get violent. I throw things of value when I start to get mad. I have punched holes in my wall. I can feel my aggression getting worse.","First off, it is great that you recognize that some changes need to be made. It is also really good that you understand where the source of your anxiety and stress comes from. Fortunately there are many self help books and internet sources that provide free tools to help you cope with life's obstacles, including anger management. There are several strategies that you can try to help control your anger, but the ones that I would recomend first are the following:1. Try a different way of communicating with your parents. Since arguing with them is a great source of anger for you, learning more effective ways of communicating with them will likely be of great benefit. Choose a time to talk with them about ""heated issues"" when everyone is calm and emotions are not heightened. Use ""I phrases"" by telling them how the arguments effect you, as opposed to placing blame on them. Validate what you hear your parents say in order to allow them to know that you understand their point of view.2. When you feel yourself becoming angry, take a break. Simply excuse yourself from the situation, find a quiet place to be by yourself, and do some deep breathing. Close your eyes, slowly count to four as you inhale, and exhale even slower, counting to 6. Focus on nothing except for your breathing and do this for 5 minutes.3. Stop any negative thoughts in their tracks. Often times when we get upset, we catastrophize and do not see things clearly. When you catch yourself thinking negatively stop the thoughts and ask yourself if your thinking is logical and rational. If you cannot find much or any evidence that your thoughts are valid, then let them go and replace them with realistic, logical thoughts.4. Finally, find a friend or someone to talk to and/or keep a journal. Keeping your emotions to yourself will not help you. Being able to express your feelings and problem solve will allow for some relief when feeling sad or angry.I wish you all the best!"
"I'm dealing with an illness that will never go away and I feel like my life will never change for the better. I feel alone and that i have no one. 

How can I overcome this pain and learn to be happy alone?","Is it possible that even though your illness is chronic, that it goes through phases in which you are more comfortable and that it requires less focus from you than at other times?I think the idea of having a lifelong illness is frustrating and can be depressing to think about.  Thoughts are not necessarily the truth of what will actually happen though.Illness makes negative situations look worse so be sure you are concentrating on specific areas of your life and not just assuming they will work out badly because you are ill.One way to be happy alone is to love and appreciate, nurture and be kind to yourself.This frame of mind may generate new answers to find ways of being among other people too."
